airline,date_of_journey,source,destination,dep_time,arrival_time,total_stops,additional_info,price,duration_min
Jet Airways,2019-06-06,Kolkata,Banglore,20:25:00,10:55:00,1,In-flight meal not included,10539,870
Indigo,2019-03-09,Banglore,New Delhi,22:20:00,01:10:00,0,No Info,4377,170
Air India,2019-06-06,Banglore,New Delhi,06:10:00,08:55:00,0,No Info,6961,165
Multiple Carriers,2019-05-27,Delhi,Cochin,13:00:00,21:00:00,1,No Info,7408,480
Indigo,2019-05-09,Banglore,New Delhi,18:55:00,21:50:00,0,No Info,4823,175
Indigo,2019-03-21,Kolkata,Banglore,14:20:00,16:55:00,0,No Info,5198,155
Jet Airways,2019-06-01,Delhi,Cochin,17:30:00,19:00:00,1,In-flight meal not included,10262,1530
Vistara,2019-04-27,Banglore,New Delhi,17:00:00,19:35:00,0,No Info,5613,155
Jet Airways,2019-06-12,Delhi,Cochin,20:55:00,04:25:00,1,In-flight meal not included,10262,450
Indigo,2019-05-03,Mumbai,Hyderabad,09:10:00,10:40:00,0,No Info,5755,90
Vistara,2019-05-21,Chennai,Kolkata,07:05:00,09:20:00,0,No Info,3687,135
Jet Airways,2019-06-03,Mumbai,Hyderabad,19:35:00,21:05:00,0,No Info,5678,90
Multiple Carriers,2019-03-21,Delhi,Cochin,18:15:00,01:35:00,1,No Info,13542,440
Jet Airways,2019-03-21,Delhi,Cochin,19:15:00,18:50:00,1,No Info,12347,1415
Jet Airways,2019-05-21,Kolkata,Banglore,09:35:00,19:10:00,1,In-flight meal not included,12384,575
Jet Airways,2019-04-09,Delhi,Cochin,05:30:00,04:25:00,2,No Info,10909,1375
Indigo,2019-06-03,Banglore,New Delhi,16:55:00,19:55:00,0,No Info,4823,180
Indigo,2019-06-12,Delhi,Cochin,16:00:00,21:00:00,1,No Info,6069,300
Jet Airways,2019-05-21,Delhi,Cochin,16:00:00,19:00:00,1,In-flight meal not included,12898,1620
Indigo,2019-06-15,Kolkata,Banglore,04:40:00,07:15:00,0,No Info,4804,155
Jet Airways,2019-03-24,Kolkata,Banglore,08:25:00,04:45:00,1,In-flight meal not included,10031,1220
Indigo,2019-06-09,Delhi,Cochin,07:35:00,22:30:00,1,No Info,6442,895
Air India,2019-05-21,Delhi,Cochin,12:00:00,07:40:00,2,No Info,9653,1180
Vistara,2019-06-09,Kolkata,Banglore,17:00:00,20:20:00,1,No Info,8610,1640
Jet Airways,2019-06-12,Delhi,Cochin,14:00:00,19:00:00,1,No Info,14714,300
Air India,2019-03-01,Banglore,New Delhi,00:30:00,23:55:00,1,1 Long layover,12599,1405
Multiple Carriers,2019-05-09,Delhi,Cochin,04:55:00,19:00:00,1,No Info,9103,845
Jet Airways,2019-05-21,Delhi,Cochin,22:50:00,04:25:00,1,In-flight meal not included,12898,335
Spicejet,2019-06-06,Mumbai,Hyderabad,05:45:00,07:15:00,0,No check-in baggage included,2647,90
Jet Airways,2019-03-03,Mumbai,Hyderabad,07:10:00,08:35:00,0,No Info,5678,85
Jet Airways,2019-05-18,Delhi,Cochin,19:15:00,12:35:00,1,In-flight meal not included,12373,1040
Spicejet,2019-03-27,Kolkata,Banglore,17:15:00,19:45:00,0,No Info,3847,150
Jet Airways,2019-05-21,Kolkata,Banglore,17:00:00,18:00:00,1,No Info,14151,1500
Jet Airways,2019-03-06,Delhi,Cochin,08:00:00,04:25:00,1,In-flight meal not included,13843,1225
Jet Airways,2019-05-18,Banglore,New Delhi,15:15:00,18:10:00,0,No Info,7229,175
Jet Airways,2019-06-18,Mumbai,Hyderabad,02:55:00,04:20:00,0,In-flight meal not included,4995,85
Jet Airways,2019-06-06,Delhi,Cochin,20:55:00,04:25:00,1,In-flight meal not included,10262,450
Jet Airways,2019-05-09,Delhi,Cochin,05:30:00,04:25:00,2,In-flight meal not included,13029,1375
Jet Airways,2019-03-09,Delhi,Cochin,19:15:00,04:25:00,1,In-flight meal not included,14053,550
Jet Airways,2019-03-01,Banglore,New Delhi,16:55:00,07:40:00,1,1 Long layover,26890,885
Spicejet,2019-04-01,Kolkata,Banglore,17:10:00,19:40:00,0,No check-in baggage included,3841,150
Air India,2019-03-01,Banglore,New Delhi,10:30:00,22:55:00,1,No Info,11003,745
Vistara,2019-04-09,Banglore,New Delhi,11:30:00,14:20:00,0,No Info,5403,170
Multiple Carriers,2019-03-03,Delhi,Cochin,08:00:00,18:50:00,1,No Info,15342,650
Air India,2019-06-12,Kolkata,Banglore,20:30:00,13:45:00,2,No Info,12224,1035
Indigo,2019-03-15,Chennai,Kolkata,19:35:00,21:55:00,0,No Info,6297,140
Spicejet,2019-05-01,Kolkata,Banglore,15:55:00,21:25:00,1,No Info,8844,330
Multiple Carriers,2019-06-01,Delhi,Cochin,14:00:00,01:30:00,1,No Info,13377,690
Goair,2019-03-09,Banglore,New Delhi,20:55:00,23:50:00,0,No Info,5706,175
Air India,2019-06-12,Delhi,Cochin,21:00:00,07:40:00,1,No Info,8372,640
Indigo,2019-05-27,Delhi,Cochin,06:40:00,21:00:00,1,No Info,6526,860
Indigo,2019-06-01,Banglore,New Delhi,16:55:00,19:45:00,0,No Info,4823,170
Indigo,2019-06-24,Mumbai,Hyderabad,16:55:00,18:25:00,0,No Info,3175,90
Multiple Carriers,2019-05-06,Delhi,Cochin,09:00:00,19:00:00,1,No Info,10407,600
Indigo,2019-04-18,Banglore,New Delhi,04:00:00,06:50:00,0,No Info,4423,170
Vistara,2019-05-09,Kolkata,Banglore,17:00:00,20:20:00,1,No Info,9555,1640
Jet Airways,2019-04-01,Kolkata,Banglore,16:30:00,16:20:00,1,No Info,12681,1430
Jet Airways,2019-06-06,Kolkata,Banglore,14:05:00,04:40:00,1,No Info,13059,875
Jet Airways,2019-05-09,Kolkata,Banglore,16:30:00,10:05:00,1,In-flight meal not included,8586,1055
Goair,2019-04-06,Banglore,New Delhi,20:55:00,23:40:00,0,No Info,3419,165
Spicejet,2019-06-03,Kolkata,Banglore,17:10:00,19:40:00,0,No Info,3873,150
Air India,2019-06-06,Kolkata,Banglore,10:00:00,20:25:00,1,No Info,10203,625
Jet Airways,2019-05-27,Delhi,Cochin,19:30:00,04:25:00,2,In-flight meal not included,13029,535
Jet Airways,2019-05-15,Kolkata,Banglore,16:30:00,22:35:00,1,In-flight meal not included,10844,365
Jet Airways,2019-03-24,Kolkata,Banglore,18:55:00,08:10:00,1,In-flight meal not included,11134,795
Vistara,2019-06-12,Kolkata,Banglore,20:20:00,18:50:00,1,No Info,8610,1350
Indigo,2019-04-15,Kolkata,Banglore,20:20:00,22:55:00,0,No Info,4174,155
Jet Airways,2019-03-09,Banglore,New Delhi,08:00:00,09:30:00,1,In-flight meal not included,11087,1530
Spicejet,2019-06-18,Banglore,New Delhi,21:10:00,00:05:00,0,No Info,3971,175
Jet Airways,2019-04-09,Delhi,Cochin,07:05:00,19:00:00,1,No Info,17531,715
Spicejet,2019-06-06,Banglore,New Delhi,05:55:00,08:35:00,0,No check-in baggage included,3573,160
Air India,2019-05-01,Kolkata,Banglore,09:25:00,07:55:00,1,No Info,8366,1350
Air India,2019-03-03,Kolkata,Banglore,14:15:00,16:45:00,0,No Info,13885,150
Multiple Carriers,2019-06-09,Delhi,Cochin,17:50:00,01:30:00,2,No Info,18485,460
Air Asia,2019-04-27,Kolkata,Banglore,19:55:00,22:25:00,0,No Info,4409,150
Vistara,2019-05-01,Kolkata,Banglore,20:20:00,23:25:00,1,No Info,8085,1625
Multiple Carriers,2019-06-06,Delhi,Cochin,17:30:00,01:30:00,1,No Info,13377,480
Air India,2019-05-21,Delhi,Cochin,13:20:00,07:40:00,2,No Info,13538,1100
Multiple Carriers,2019-03-06,Delhi,Cochin,19:00:00,01:35:00,1,No Info,15147,395
Jet Airways,2019-05-27,Banglore,New Delhi,11:10:00,14:05:00,0,In-flight meal not included,4030,175
Multiple Carriers,2019-06-06,Delhi,Cochin,08:00:00,19:15:00,1,No Info,14848,675
Jet Airways,2019-03-18,Banglore,New Delhi,22:50:00,08:15:00,1,No Info,13555,565
Air India,2019-05-18,Delhi,Cochin,07:05:00,09:25:00,2,No Info,10975,1580
Jet Airways,2019-05-21,Delhi,Cochin,09:40:00,12:35:00,2,In-flight meal not included,13029,1615
Jet Airways,2019-05-12,Kolkata,Banglore,08:25:00,09:20:00,1,In-flight meal not included,9663,1495
Jet Airways,2019-06-01,Mumbai,Hyderabad,10:20:00,11:50:00,0,In-flight meal not included,4050,90
Jet Airways,2019-06-03,Delhi,Cochin,17:30:00,04:25:00,1,No Info,14714,655
Air India,2019-03-01,Banglore,New Delhi,10:30:00,21:25:00,2,No Info,11213,655
Jet Airways,2019-04-09,Banglore,New Delhi,06:00:00,08:45:00,0,In-flight meal not included,4544,165
Spicejet,2019-06-15,Kolkata,Banglore,09:00:00,11:25:00,0,No Info,3873,145
Multiple Carriers,2019-04-09,Delhi,Cochin,13:00:00,21:00:00,1,No Info,12537,480
Jet Airways,2019-05-06,Kolkata,Banglore,09:35:00,19:10:00,1,No Info,13067,575
Air India,2019-03-15,Banglore,New Delhi,06:45:00,12:15:00,1,No Info,8714,330
Jet Airways,2019-06-03,Delhi,Cochin,14:35:00,12:35:00,2,No Info,13376,1320
Spicejet,2019-06-27,Chennai,Kolkata,08:20:00,10:35:00,0,No Info,3597,135
Multiple Carriers,2019-05-18,Delhi,Cochin,12:50:00,01:30:00,1,No Info,7670,760
Air India,2019-03-24,Kolkata,Banglore,09:50:00,23:15:00,2,No Info,14410,2245
Air India,2019-05-15,Delhi,Cochin,09:45:00,09:25:00,1,No Info,7480,1420
Jet Airways,2019-05-09,Kolkata,Banglore,20:00:00,18:15:00,1,No Info,13584,1335
Jet Airways,2019-03-01,Banglore,New Delhi,16:55:00,10:25:00,1,1 Long layover,25735,1050
Jet Airways,2019-04-01,Banglore,New Delhi,17:45:00,20:45:00,0,In-flight meal not included,4544,180
Multiple Carriers,2019-05-21,Delhi,Cochin,09:15:00,19:15:00,1,No Info,8099,600
Jet Airways,2019-05-15,Kolkata,Banglore,16:30:00,04:40:00,1,In-flight meal not included,10844,730
Jet Airways,2019-03-21,Delhi,Cochin,19:15:00,04:25:00,1,No Info,12557,550
Jet Airways,2019-05-09,Delhi,Cochin,11:00:00,14:15:00,0,No Info,9564,195
Jet Airways,2019-03-12,Banglore,New Delhi,21:25:00,09:30:00,1,No Info,13817,725
Jet Airways,2019-05-18,Kolkata,Banglore,09:35:00,19:10:00,1,In-flight meal not included,12384,575
Multiple Carriers,2019-05-21,Delhi,Cochin,04:55:00,19:15:00,1,No Info,7575,860
Air India,2019-05-06,Kolkata,Banglore,16:45:00,12:00:00,2,No Info,14120,1155
Multiple Carriers,2019-03-09,Delhi,Cochin,07:05:00,22:20:00,1,No Info,6916,915
Multiple Carriers,2019-05-27,Delhi,Cochin,07:10:00,22:30:00,1,No Info,7878,920
Jet Airways,2019-03-18,Banglore,New Delhi,22:50:00,20:20:00,1,In-flight meal not included,11087,1290
Indigo,2019-04-27,Kolkata,Banglore,14:25:00,16:55:00,0,No Info,4804,150
Spicejet,2019-06-15,Chennai,Kolkata,09:45:00,12:00:00,0,No Info,3597,135
Air India,2019-05-15,Kolkata,Banglore,05:50:00,16:15:00,2,No Info,12723,2065
Indigo,2019-05-15,Mumbai,Hyderabad,20:05:00,21:40:00,0,No Info,2227,95
Air India,2019-05-24,Delhi,Cochin,07:00:00,19:15:00,1,No Info,9929,735
Jet Airways,2019-06-09,Kolkata,Banglore,21:10:00,09:20:00,1,In-flight meal not included,11841,730
Jet Airways,2019-05-09,Delhi,Cochin,11:30:00,04:25:00,1,In-flight meal not included,12373,1015
Jet Airways,2019-05-21,Delhi,Cochin,20:55:00,19:00:00,1,In-flight meal not included,12898,1325
Air India,2019-03-03,Delhi,Cochin,05:55:00,07:40:00,2,No Info,15113,1545
Multiple Carriers,2019-05-18,Delhi,Cochin,11:40:00,19:00:00,1,No Info,10529,440
Air India,2019-03-27,Delhi,Cochin,13:05:00,07:40:00,2,No Info,8875,1115
Jet Airways,2019-05-15,Kolkata,Banglore,08:25:00,20:45:00,1,In-flight meal not included,10844,740
Air India,2019-03-01,Banglore,New Delhi,06:10:00,08:55:00,0,No Info,15676,165
Jet Airways,2019-04-01,Kolkata,Banglore,08:25:00,23:35:00,1,In-flight meal not included,7064,910
Jet Airways,2019-06-09,Kolkata,Banglore,08:25:00,19:50:00,1,In-flight meal not included,10844,685
Jet Airways,2019-03-06,Mumbai,Hyderabad,14:00:00,16:50:00,1,No Info,19595,1610
Jet Airways,2019-05-01,Kolkata,Banglore,14:05:00,08:15:00,1,No Info,13941,1090
Indigo,2019-03-21,Delhi,Cochin,08:35:00,16:10:00,1,No Info,6790,455
Spicejet,2019-04-27,Kolkata,Banglore,09:00:00,11:25:00,0,No check-in baggage included,3841,145
Jet Airways,2019-03-18,Banglore,New Delhi,11:40:00,09:00:00,1,In-flight meal not included,11087,1280
Air India,2019-05-15,Delhi,Cochin,19:45:00,19:15:00,2,No Info,11491,1410
Indigo,2019-04-09,Banglore,New Delhi,05:30:00,08:20:00,0,No Info,3943,170
Jet Airways,2019-03-01,Banglore,New Delhi,11:40:00,07:40:00,1,No Info,22270,1200
Vistara,2019-06-09,Banglore,New Delhi,17:00:00,19:35:00,0,No Info,4878,155
Jet Airways,2019-06-09,Delhi,Cochin,22:50:00,04:25:00,1,No Info,14714,335
Multiple Carriers,2019-06-24,Delhi,Cochin,06:40:00,19:00:00,1,No Info,10877,740
Jet Airways,2019-05-24,Kolkata,Banglore,20:00:00,12:00:00,1,No Info,14571,960
Jet Airways,2019-04-01,Kolkata,Banglore,18:55:00,20:45:00,1,In-flight meal not included,7064,1550
Indigo,2019-03-06,Kolkata,Banglore,15:20:00,17:55:00,0,No Info,5618,155
Multiple Carriers,2019-05-15,Delhi,Cochin,14:00:00,01:30:00,1,No Info,13727,690
Vistara,2019-04-01,Delhi,Cochin,14:40:00,17:50:00,0,No Info,4851,190
Air India,2019-03-24,Kolkata,Banglore,09:10:00,21:50:00,2,No Info,15187,760
Goair,2019-05-15,Banglore,New Delhi,07:45:00,10:40:00,0,No Info,3419,175
Indigo,2019-04-01,Banglore,New Delhi,06:05:00,08:50:00,0,No Info,3943,165
Jet Airways,2019-05-18,Delhi,Cochin,09:40:00,12:35:00,2,No Info,15129,1615
Indigo,2019-06-21,Banglore,New Delhi,00:25:00,03:15:00,0,No Info,3419,170
Air India,2019-05-21,Delhi,Cochin,20:00:00,19:15:00,2,No Info,10861,1395
Indigo,2019-04-21,Delhi,Cochin,05:10:00,10:05:00,1,No Info,7074,295
Air India,2019-05-06,Kolkata,Banglore,09:25:00,15:05:00,2,No Info,11542,1780
Indigo,2019-04-21,Delhi,Cochin,06:50:00,12:10:00,1,No Info,6968,320
Jet Airways,2019-06-12,Banglore,New Delhi,17:45:00,20:45:00,0,In-flight meal not included,5769,180
Vistara,2019-06-12,Kolkata,Banglore,20:20:00,22:40:00,1,No Info,7927,1580
Jet Airways,2019-06-12,Kolkata,Banglore,18:55:00,08:15:00,1,No Info,13044,800
Jet Airways,2019-05-21,Delhi,Cochin,23:05:00,12:35:00,2,No Info,15129,810
Spicejet,2019-05-01,Kolkata,Banglore,09:00:00,11:25:00,0,No check-in baggage included,3841,145
Indigo,2019-06-24,Kolkata,Banglore,20:20:00,22:55:00,0,No Info,4804,155
Spicejet,2019-04-12,Banglore,New Delhi,05:55:00,08:35:00,0,No check-in baggage included,4319,160
Jet Airways,2019-05-27,Delhi,Cochin,21:50:00,19:00:00,1,No Info,16079,1270
Jet Airways,2019-03-18,Banglore,New Delhi,22:50:00,05:05:00,1,No Info,54826,375
Indigo,2019-03-09,Delhi,Cochin,17:30:00,01:35:00,1,No Info,12351,485
Jet Airways,2019-05-06,Kolkata,Banglore,17:00:00,19:10:00,1,No Info,13067,1570
Jet Airways,2019-03-12,Banglore,New Delhi,18:55:00,07:40:00,1,No Info,13817,765
Spicejet,2019-05-21,Banglore,New Delhi,21:10:00,00:05:00,0,No Info,3625,175
Air India,2019-03-12,Mumbai,Hyderabad,09:40:00,15:15:00,3,No Info,18293,1775
Vistara,2019-04-01,Banglore,New Delhi,19:30:00,22:15:00,0,No Info,5613,165
Air India,2019-03-06,Delhi,Cochin,06:10:00,08:15:00,1,No Info,11038,1565
Indigo,2019-04-03,Banglore,New Delhi,06:05:00,08:50:00,0,No Info,4077,165
Multiple Carriers,2019-03-27,Delhi,Cochin,08:00:00,21:00:00,1,No Info,6883,780
Air India,2019-03-03,Banglore,New Delhi,17:00:00,19:45:00,0,No Info,19508,165
Air India,2019-03-15,Banglore,New Delhi,08:50:00,23:15:00,1,No Info,8714,865
Indigo,2019-05-01,Kolkata,Banglore,04:40:00,07:15:00,0,No Info,4804,155
Multiple Carriers,2019-03-03,Delhi,Cochin,08:00:00,15:30:00,1,No Info,15078,450
Spicejet,2019-04-21,Kolkata,Banglore,17:10:00,19:40:00,0,No check-in baggage included,4807,150
Multiple Carriers,2019-03-06,Delhi,Cochin,11:35:00,21:00:00,3,No Info,21829,565
Vistara,2019-03-24,Banglore,New Delhi,11:30:00,14:10:00,0,No Info,5403,160
Jet Airways,2019-03-01,Banglore,New Delhi,07:00:00,16:10:00,1,No Info,26890,550
Goair,2019-05-18,Kolkata,Banglore,23:30:00,07:45:00,1,No Info,7335,495
Jet Airways,2019-03-27,Delhi,Cochin,17:35:00,04:25:00,2,In-flight meal not included,9412,650
Jet Airways,2019-05-21,Kolkata,Banglore,08:25:00,19:50:00,1,In-flight meal not included,10844,685
Indigo,2019-06-06,Banglore,New Delhi,18:55:00,21:50:00,0,No Info,4990,175
Jet Airways,2019-05-27,Delhi,Cochin,23:05:00,04:25:00,2,No Info,16704,1760
Air India,2019-04-09,Delhi,Cochin,05:55:00,19:15:00,2,No Info,7711,2240
Jet Airways,2019-06-03,Delhi,Cochin,17:30:00,04:25:00,1,In-flight meal not included,10262,655
Multiple Carriers,2019-06-24,Delhi,Cochin,12:50:00,21:00:00,1,In-flight meal not included,6007,490
Air India,2019-04-01,Kolkata,Banglore,09:25:00,05:25:00,2,No Info,12219,1200
Goair,2019-05-01,Banglore,New Delhi,20:55:00,23:40:00,0,No Info,3898,165
Jet Airways,2019-05-06,Kolkata,Banglore,17:00:00,22:05:00,1,No Info,11467,1745
Air India,2019-05-18,Kolkata,Banglore,08:20:00,20:25:00,2,No Info,12534,725
Jet Airways,2019-06-06,Kolkata,Banglore,08:25:00,18:15:00,1,In-flight meal not included,10844,590
Spicejet,2019-03-24,Banglore,New Delhi,05:45:00,08:35:00,0,No Info,4377,170
Vistara,2019-06-09,Chennai,Kolkata,17:45:00,20:05:00,0,No Info,11982,140
Spicejet,2019-06-09,Banglore,New Delhi,09:30:00,12:20:00,0,No Info,4423,170
Jet Airways,2019-03-03,Delhi,Cochin,19:15:00,04:25:00,1,No Info,17234,550
Vistara,2019-04-01,Kolkata,Banglore,07:10:00,22:55:00,1,No Info,8295,945
Jet Airways,2019-03-06,Delhi,Cochin,05:30:00,19:45:00,2,In-flight meal not included,15864,2295
Goair,2019-05-27,Banglore,New Delhi,11:40:00,14:30:00,0,No Info,3398,170
Multiple Carriers,2019-06-09,Delhi,Cochin,13:00:00,01:30:00,1,No Info,7198,750
Jet Airways,2019-04-06,Banglore,New Delhi,06:00:00,08:45:00,0,No Info,7229,165
Jet Airways,2019-06-12,Delhi,Cochin,05:30:00,04:25:00,2,No Info,13014,1375
Air India,2019-05-09,Kolkata,Banglore,14:35:00,14:35:00,1,No Info,6528,1440
Jet Airways,2019-06-12,Delhi,Cochin,09:35:00,12:35:00,2,No Info,13292,1620
Air India,2019-06-15,Delhi,Cochin,20:00:00,19:15:00,2,No Info,11071,1395
Spicejet,2019-04-21,Kolkata,Banglore,06:55:00,09:30:00,0,No Info,4174,155
Multiple Carriers,2019-03-27,Delhi,Cochin,04:00:00,18:50:00,1,No Info,11299,890
Jet Airways,2019-05-18,Delhi,Cochin,19:45:00,12:35:00,1,In-flight meal not included,12373,1010
Air India,2019-03-01,Banglore,New Delhi,05:50:00,09:15:00,1,No Info,13439,1645
Indigo,2019-05-01,Kolkata,Banglore,20:20:00,22:55:00,0,No Info,4804,155
Air India,2019-05-12,Kolkata,Banglore,09:25:00,05:35:00,2,No Info,11642,1210
Indigo,2019-06-18,Banglore,New Delhi,00:25:00,03:15:00,0,No Info,3419,170
Indigo,2019-05-21,Kolkata,Banglore,06:35:00,12:10:00,2,No Info,6103,335
Air India,2019-05-09,Kolkata,Banglore,07:00:00,01:20:00,2,No Info,13033,1100
Jet Airways,2019-03-18,Banglore,New Delhi,08:55:00,15:55:00,2,In-flight meal not included,11245,420
Jet Airways,2019-04-01,Kolkata,Banglore,06:30:00,12:00:00,1,In-flight meal not included,10056,330
Jet Airways,2019-06-06,Kolkata,Banglore,20:25:00,14:25:00,1,In-flight meal not included,10539,1080
Indigo,2019-03-18,Chennai,Kolkata,22:05:00,00:25:00,0,No Info,5277,140
Air India,2019-05-21,Kolkata,Banglore,10:00:00,23:15:00,1,No Info,11936,795
Vistara,2019-06-06,Kolkata,Banglore,17:00:00,20:20:00,1,No Info,8820,1640
Jet Airways,2019-05-09,Delhi,Cochin,15:00:00,12:35:00,1,In-flight meal not included,12373,1295
Jet Airways,2019-06-01,Delhi,Cochin,09:00:00,12:35:00,1,In-flight meal not included,10262,1655
Jet Airways,2019-06-03,Mumbai,Hyderabad,07:05:00,08:30:00,0,In-flight meal not included,4995,85
Jet Airways,2019-03-27,Delhi,Cochin,21:50:00,19:45:00,1,In-flight meal not included,7438,1315
Indigo,2019-03-21,Kolkata,Banglore,05:30:00,08:20:00,0,No Info,4148,170
Indigo,2019-05-27,Chennai,Kolkata,14:45:00,17:05:00,0,No Info,3597,140
Air Asia,2019-05-01,Kolkata,Banglore,07:35:00,23:30:00,1,No Info,5192,955
Jet Airways,2019-03-06,Banglore,New Delhi,08:00:00,20:20:00,1,No Info,16736,740
Multiple Carriers,2019-06-01,Delhi,Cochin,13:00:00,21:00:00,1,No Info,7933,480
Air India,2019-05-18,Delhi,Cochin,08:00:00,19:15:00,1,No Info,8879,675
Indigo,2019-05-12,Delhi,Cochin,14:25:00,17:40:00,0,No Info,5000,195
Vistara,2019-05-06,Kolkata,Banglore,17:00:00,09:05:00,1,No Info,8137,965
Air India,2019-03-09,Delhi,Cochin,16:55:00,19:15:00,2,No Info,22096,1580
Spicejet,2019-03-24,Banglore,New Delhi,05:45:00,08:35:00,0,No check-in baggage included,4273,170
Jet Airways,2019-03-01,Banglore,New Delhi,18:40:00,00:45:00,1,No Info,35185,365
Indigo,2019-04-15,Kolkata,Banglore,19:35:00,23:15:00,1,No Info,4226,220
Jet Airways,2019-05-01,Kolkata,Banglore,08:25:00,16:20:00,1,In-flight meal not included,10844,475
Indigo,2019-06-12,Mumbai,Hyderabad,12:00:00,13:30:00,0,No Info,2754,90
Indigo,2019-06-06,Kolkata,Banglore,10:30:00,16:05:00,1,No Info,6301,335
Air India,2019-05-18,Kolkata,Banglore,09:25:00,13:45:00,2,No Info,13222,1700
Jet Airways,2019-05-21,Delhi,Cochin,17:30:00,12:35:00,1,In-flight meal not included,12898,1145
Air India,2019-03-12,Banglore,New Delhi,06:45:00,20:35:00,1,No Info,12127,830
Jet Airways,2019-05-21,Kolkata,Banglore,20:25:00,22:05:00,1,No Info,13067,1540
Air India,2019-04-01,Kolkata,Banglore,16:45:00,20:25:00,2,No Info,9920,1660
Goair,2019-04-01,Banglore,New Delhi,07:45:00,10:40:00,0,No Info,4239,175
Jet Airways,2019-06-06,Delhi,Cochin,21:50:00,19:00:00,1,No Info,14714,1270
Indigo,2019-05-06,Kolkata,Banglore,18:05:00,23:30:00,1,No Info,6218,325
Indigo,2019-03-01,Chennai,Kolkata,05:15:00,07:35:00,0,No Info,7295,140
Multiple Carriers,2019-06-09,Delhi,Cochin,03:50:00,11:30:00,1,No Info,7408,460
Jet Airways,2019-06-09,Kolkata,Banglore,09:35:00,18:00:00,1,In-flight meal not included,13994,505
Indigo,2019-05-15,Kolkata,Banglore,14:25:00,16:55:00,0,No Info,5224,150
Spicejet,2019-03-09,Mumbai,Hyderabad,05:45:00,07:05:00,0,No Info,4391,80
Air India,2019-05-18,Kolkata,Banglore,10:00:00,05:25:00,2,No Info,14109,1165
Spicejet,2019-04-27,Banglore,New Delhi,09:30:00,12:20:00,0,No check-in baggage included,4885,170
Jet Airways,2019-06-01,Banglore,New Delhi,08:20:00,11:20:00,0,No Info,8016,180
Multiple Carriers,2019-06-24,Delhi,Cochin,06:00:00,12:35:00,1,No Info,12524,395
Jet Airways,2019-03-27,Delhi,Cochin,02:15:00,18:50:00,1,In-flight meal not included,6017,995
Spicejet,2019-04-01,Banglore,New Delhi,21:10:00,00:05:00,0,No Info,3625,175
Air India,2019-03-09,Delhi,Cochin,05:15:00,19:15:00,3,No Info,15586,2280
Air India,2019-03-27,Delhi,Cochin,08:00:00,19:15:00,1,No Info,7199,675
Jet Airways,2019-03-21,Delhi,Cochin,06:20:00,04:25:00,2,No Info,12273,1325
Multiple Carriers,2019-06-06,Delhi,Cochin,19:00:00,01:30:00,1,No Info,7530,390
Jet Airways,2019-05-21,Mumbai,Hyderabad,19:35:00,21:05:00,0,No Info,5678,90
Air India,2019-06-24,Delhi,Cochin,10:55:00,07:40:00,2,No Info,11753,1245
Spicejet,2019-05-21,Mumbai,Hyderabad,22:45:00,00:15:00,0,No check-in baggage included,1965,90
Indigo,2019-03-21,Delhi,Cochin,06:40:00,13:20:00,1,No Info,10208,400
Indigo,2019-05-21,Delhi,Cochin,20:25:00,01:30:00,1,No Info,5054,305
Indigo,2019-03-03,Delhi,Cochin,08:25:00,15:30:00,1,No Info,14871,425
Jet Airways,2019-05-18,Delhi,Cochin,07:05:00,19:00:00,1,In-flight meal not included,12373,715
Spicejet,2019-06-15,Mumbai,Hyderabad,22:45:00,00:15:00,0,No Info,2017,90
Jet Airways,2019-03-24,Kolkata,Banglore,13:55:00,04:45:00,1,In-flight meal not included,10661,890
Multiple Carriers,2019-05-09,Delhi,Cochin,10:20:00,19:00:00,1,No Info,9794,520
Jet Airways,2019-05-09,Kolkata,Banglore,20:25:00,23:35:00,1,No Info,13067,1630
Spicejet,2019-03-03,Chennai,Kolkata,17:45:00,20:05:00,0,No Info,7298,140
Indigo,2019-03-03,Banglore,New Delhi,10:05:00,13:00:00,0,No Info,7648,175
